text,label,clean_text,source,ticker,date,label_method,label_confidence,sentiment_score,dataset_source
"Saham Telkom (TLKM) Terbang 9% Sesi I, Intip Kembali Target Harganya - InvestorTrust",neutral,saham telkom tlkm terbang sesi i intip kembali target harganya investortrust,InvestorTrust,TLKM,2026-06-09,bootstrap_tugas_nlp_ai_trading,0.5718,0.0,market_issues
Ini yang Bikin Saham TLKM Tetiba Turun - investor.id,neutral,ini yang bikin saham tlkm tetiba turun investor id,investor.id,TLKM,2026-06-18,bootstrap_tugas_nlp_ai_trading,0.6014,0.0,market_issues
TLKM menghadapi tekanan kompetisi dan risiko penurunan margin.,neutral,tlkm menghadapi tekanan kompetisi dan risiko penurunan margin,contoh,TLKM,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.6263,0.0,market_issues
"Saham TLKM Turun 30,75% Sejak Awal 2026, Ini Katalis Pemulihan dan Rekomendasi Analis - KONTAN",neutral,saham tlkm turun sejak awal ini katalis pemulihan dan rekomendasi analis kontan,KONTAN,TLKM,2026-06-30,bootstrap_tugas_nlp_ai_trading,0.5527,0.0,market_issues
"Rekomendasi Saham Hari Ini: AMMN, ESSA, MNCN & TLKM, IHSG Berpotensi Rebound Terbatas - Bareksa.com",neutral,rekomendasi saham hari ini ammn essa mncn tlkm ihsg berpotensi rebound terbatas bareksa com,Bareksa.com,TLKM,2026-07-02,bootstrap_tugas_nlp_ai_trading,0.5783,0.0,market_issues
TLKM merilis keterbukaan informasi mengenai agenda korporasi rutin.,neutral,tlkm merilis keterbukaan informasi mengenai agenda korporasi rutin,seed_neutral,TLKM,2026-07-03,manual_seed_label,1.0,0.0,seed_examples
UNVR menjadwalkan paparan publik untuk menjelaskan kinerja kuartalan.,neutral,unvr menjadwalkan paparan publik untuk menjelaskan kinerja kuartalan,seed_neutral,UNVR,2026-07-03,manual_seed_label,1.0,0.0,seed_examples
"Harga komoditas volatil, tetapi permintaan ekspor masih tumbuh.",positive,harga komoditas volatil tetapi permintaan ekspor masih tumbuh,contoh,ANTM,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.5588,0.65,market_issues
"Saham ANTM Dikoleksi BlackRock dan Manulife, Analis Sebut Sudah Undervalued - KONTAN",positive,saham antm dikoleksi blackrock dan manulife analis sebut sudah undervalued kontan,KONTAN,ANTM,2026-07-02,bootstrap_tugas_nlp_ai_trading,0.5708,0.65,market_issues
"IHSG Terus Melaju, Borong Saham ANTM, BBCA, ARCI, dan BMRI - Emitennews.com",positive,ihsg terus melaju borong saham antm bbca arci dan bmri emitennews com,Emitennews.com,ANTM,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.6172,0.65,market_issues
"Indeks Bisnis-27 Ditutup Menguat, Saham ANTM-BBCA Kompak Naik - Bisnis.com - Market",positive,indeks bisnis ditutup menguat saham antm bbca kompak naik bisnis com market,Bisnis.com - Market,ANTM,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.6057,0.65,market_issues
"Mau Beli Saham Emas? Cek Dulu Prospek ANTM, MDKA hingga BRMS - TrenAsia",positive,mau beli saham emas cek dulu prospek antm mdka hingga brms trenasia,TrenAsia,ANTM,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.5555,0.65,market_issues
BBCA tetap stabil dengan kualitas aset yang baik dan optimisme pemulihan ekonomi.,positive,bbca tetap stabil dengan kualitas aset yang baik dan optimisme pemulihan ekonomi,contoh,BBCA,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.5523,0.65,market_issues
Duet Maut BBCA dan BMRI - investor.id,positive,duet maut bbca dan bmri investor id,investor.id,BBCA,2026-07-02,bootstrap_tugas_nlp_ai_trading,0.5676,0.65,market_issues
"Harga Longsor, Emiten Perbankan Kompak Buyback - kontan.co.id",positive,harga longsor emiten perbankan kompak buyback kontan co id,kontan.co.id,BBCA,2026-07-02,bootstrap_tugas_nlp_ai_trading,0.5519,0.65,market_issues
"IHSG Akhiri Pekan Menghijau, Investor Asing Borong BBCA dan BMRI - Kompas.com",positive,ihsg akhiri pekan menghijau investor asing borong bbca dan bmri kompas com,Kompas.com,BBCA,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.5808,0.65,market_issues
"IHSG Terbang ke Level 5.886 di Sesi I, BBCA dan ISAT Pendorongnya - Suara.com",positive,ihsg terbang ke level di sesi i bbca dan isat pendorongnya suara com,Suara.com,BBCA,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.5703,0.65,market_issues
Target Saham BBRI 2026: Intip Bocoran Dividen dan Rekomendasi - maybanktrade.co.id,positive,target saham bbri intip bocoran dividen dan rekomendasi maybanktrade co id,maybanktrade.co.id,BBRI,2026-04-08,bootstrap_tugas_nlp_ai_trading,0.6172,0.65,market_issues
"Lo Kheng Hong Kantongi Dividen Jumbo dari Saham BBRI, Nilainya Diperkirakan Tembus Rp26 Miliar! - Ajaib",positive,lo kheng hong kantongi dividen jumbo dari saham bbri nilainya diperkirakan tembus rp miliar ajaib,Ajaib,BBRI,2026-05-08,bootstrap_tugas_nlp_ai_trading,0.6903,0.65,market_issues
"Saham BBRI 2026: Potensi Cuan 40%, Dividen, dan Panduan Lengkap - Pluang",positive,saham bbri potensi cuan dividen dan panduan lengkap pluang,Pluang,BBRI,2026-05-19,bootstrap_tugas_nlp_ai_trading,0.615,0.65,market_issues
Saham BBRI Bisa-bisa Jadi Segini - investor.id,positive,saham bbri bisa bisa jadi segini investor id,investor.id,BBRI,2026-06-02,bootstrap_tugas_nlp_ai_trading,0.6247,0.65,market_issues
Saham BBRI Berbalik - investor.id,positive,saham bbri berbalik investor id,investor.id,BBRI,2026-06-03,bootstrap_tugas_nlp_ai_trading,0.685,0.65,market_issues
"Investor Asing Kabur, Saham BBCA & BBRI Terjun Bebas: Saatnya Beli? - TradingView",positive,investor asing kabur saham bbca bbri terjun bebas saatnya beli tradingview,TradingView,BBRI,2026-06-04,bootstrap_tugas_nlp_ai_trading,0.601,0.65,market_issues
"Saham BBCA dan BBRI Jatuh ke Level Terendah 5 Tahun, Saatnya Beli? - Kompas.com",positive,saham bbca dan bbri jatuh ke level terendah tahun saatnya beli kompas com,Kompas.com,BBRI,2026-06-05,bootstrap_tugas_nlp_ai_trading,0.5755,0.65,market_issues
"Saham BBRI Kemurahan Banget, Muncul Penerawangan - investor.id",positive,saham bbri kemurahan banget muncul penerawangan investor id,investor.id,BBRI,2026-06-08,bootstrap_tugas_nlp_ai_trading,0.685,0.65,market_issues
"Saham BBRI Melonjak 6%, Dorong IHSG Melesat - Market - Bloomberg Technoz",positive,saham bbri melonjak dorong ihsg melesat market bloomberg technoz,Bloomberg Technoz,BBRI,2026-06-09,bootstrap_tugas_nlp_ai_trading,0.7352,0.65,market_issues
Puluhan ribu investor masuk saham bank jumbo saat harga turun - IDNFinancials.com,positive,puluhan ribu investor masuk saham bank jumbo saat harga turun idnfinancials com,IDNFinancials.com,BBRI,2026-06-10,bootstrap_tugas_nlp_ai_trading,0.5647,0.65,market_issues
"Yang Borong Saham BBRI, Harga Bisa ke Sini - investor.id",positive,yang borong saham bbri harga bisa ke sini investor id,investor.id,BBRI,2026-06-10,bootstrap_tugas_nlp_ai_trading,0.6599,0.65,market_issues
BBRI buyback saham Rp500 miliar untuk program MESOP - IDNFinancials.com,positive,bbri buyback saham rp miliar untuk program mesop idnfinancials com,IDNFinancials.com,BBRI,2026-06-12,bootstrap_tugas_nlp_ai_trading,0.568,0.65,market_issues
"BRI Gelontorkan Rp500 Miliar untuk Buyback, Akankah Saham BBRI Rebound? - pasardana.id",positive,bri gelontorkan rp miliar untuk buyback akankah saham bbri rebound pasardana id,pasardana.id,BBRI,2026-06-12,bootstrap_tugas_nlp_ai_trading,0.5935,0.65,market_issues
Saham BBRI Melonjak Gara-gara Ini - investor.id,positive,saham bbri melonjak gara gara ini investor id,investor.id,BBRI,2026-06-15,bootstrap_tugas_nlp_ai_trading,0.5735,0.65,market_issues
"BBCA dan BBRI Topang Sesi I, Value dan Volumenya Melejit - KabarBursa.com",positive,bbca dan bbri topang sesi i value dan volumenya melejit kabarbursa com,KabarBursa.com,BBRI,2026-06-17,bootstrap_tugas_nlp_ai_trading,0.5666,0.65,market_issues
"Beda Arah Investor Asing di Saham BUMI, BRMS, TPIA, BBRI Hingga BBCA - Bisnis Indonesia Premium",positive,beda arah investor asing di saham bumi brms tpia bbri hingga bbca bisnis indonesia premium,Bisnis Indonesia Premium,BBRI,2026-06-17,bootstrap_tugas_nlp_ai_trading,0.6545,0.65,market_issues
Duit Gede Mengalir ke BBRI dan BBCA - investor.id,positive,duit gede mengalir ke bbri dan bbca investor id,investor.id,BBRI,2026-06-17,bootstrap_tugas_nlp_ai_trading,0.5969,0.65,market_issues
Situasi di Saham BBRI Mendadak Berubah - investor.id,positive,situasi di saham bbri mendadak berubah investor id,investor.id,BBRI,2026-06-17,bootstrap_tugas_nlp_ai_trading,0.6365,0.65,market_issues
"Investor Asing Net Buy Rp2 T, Saham BBRI dan BBCA Diborong - Bloomberg Technoz",positive,investor asing net buy rp t saham bbri dan bbca diborong bloomberg technoz,Bloomberg Technoz,BBRI,2026-06-18,bootstrap_tugas_nlp_ai_trading,0.6118,0.65,market_issues
Kepemilikan Saham Mei 2026 BBRI - Indo Premier Sekuritas,positive,kepemilikan saham mei bbri indo premier sekuritas,Indo Premier Sekuritas,BBRI,2026-06-18,bootstrap_tugas_nlp_ai_trading,0.5894,0.65,market_issues
Saham BBRI Disorot - investor.id,positive,saham bbri disorot investor id,investor.id,BBRI,2026-06-18,bootstrap_tugas_nlp_ai_trading,0.685,0.65,market_issues
"Saham BBRI hingga BBCA Kompak Turun, Pasar Menanti Hasil RDG BI - Kompas.com",positive,saham bbri hingga bbca kompak turun pasar menanti hasil rdg bi kompas com,Kompas.com,BBRI,2026-06-18,bootstrap_tugas_nlp_ai_trading,0.6294,0.65,market_issues
"Big Banks Sepekan: BBCA Akumulasi Asing, BBRI-BMRI Kehilangan Momentum - KabarBursa.com",positive,big banks sepekan bbca akumulasi asing bbri bmri kehilangan momentum kabarbursa com,KabarBursa.com,BBRI,2026-06-20,bootstrap_tugas_nlp_ai_trading,0.5964,0.65,market_issues
BBRI di Tengah Tekanan Ekonomi: Masih Layak Jadi Andalan Investor? - Kompasiana.com - Kompasiana.com,positive,bbri di tengah tekanan ekonomi masih layak jadi andalan investor kompasiana com kompasiana com,Kompasiana.com,BBRI,2026-06-21,bootstrap_tugas_nlp_ai_trading,0.5901,0.65,market_issues
Analis Rekomendasikan Saham CTRA ASII dan BBRI Saat IHSG Melemah - Akses.co.id,positive,analis rekomendasikan saham ctra asii dan bbri saat ihsg melemah akses co id,Akses.co.id,BBRI,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.6075,0.65,market_issues
BBRI,positive,bbri,manual,BBRI,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.6078,0.65,market_issues
BBRI mencatat pertumbuhan kredit yang kuat dan laba meningkat signifikan.,positive,bbri mencatat pertumbuhan kredit yang kuat dan laba meningkat signifikan,contoh,BBRI,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.6573,0.65,market_issues
"Cermati Rekomendasi Teknikal Saham CTRA, ASII, BBRI untuk Selasa (23/6) - kontan.co.id",positive,cermati rekomendasi teknikal saham ctra asii bbri untuk selasa kontan co id,kontan.co.id,BBRI,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.5855,0.65,market_issues
"Cermati Rekomendasi Teknikal Saham CTRA, ASII, BBRI untuk Selasa (23/6) - TradingView",positive,cermati rekomendasi teknikal saham ctra asii bbri untuk selasa tradingview,TradingView,BBRI,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.5694,0.65,market_issues
"IHSG Melemah ke 6.116, Simak Rekomendasi Saham CTRA, ASII, dan BBRI - Akses.co.id",positive,ihsg melemah ke simak rekomendasi saham ctra asii dan bbri akses co id,Akses.co.id,BBRI,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.5917,0.65,market_issues
"4 Saham Diterjang, Gelombang Jual Asing Nyaris Rp 70 Triliun - investor.id",positive,saham diterjang gelombang jual asing nyaris rp triliun investor id,investor.id,BBRI,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.6366,0.65,market_issues
"IHSG Rawan Koreksi, Saham ISAT, NCKL, ASII hingga BBRI Bisa Cuan - Kompas.com",positive,ihsg rawan koreksi saham isat nckl asii hingga bbri bisa cuan kompas com,Kompas.com,BBRI,2026-06-23,bootstrap_tugas_nlp_ai_trading,0.6326,0.65,market_issues
"Saham BBRI Diserok, Bisa Segini Harganya - investor.id",positive,saham bbri diserok bisa segini harganya investor id,investor.id,BBRI,2026-06-23,bootstrap_tugas_nlp_ai_trading,0.6659,0.65,market_issues
ANALIS MARKET (25/6/2026): IHSG Berpotensi Melanjutkan Penurunan - pasardana.id,positive,analis market ihsg berpotensi melanjutkan penurunan pasardana id,pasardana.id,BBRI,2026-06-24,bootstrap_tugas_nlp_ai_trading,0.5643,0.65,market_issues
"IHSG Ambruk 3,56 Persen ke 5.883 Rabu Sore - CNN Indonesia",positive,ihsg ambruk persen ke rabu sore cnn indonesia,CNN Indonesia,BBRI,2026-06-24,bootstrap_tugas_nlp_ai_trading,0.657,0.65,market_issues
"Pengamat: IHSG turun 3 persen imbas sinyal ""hawkish"" suku bunga global - ANTARA News Jambi",positive,pengamat ihsg turun persen imbas sinyal hawkish suku bunga global antara news jambi,ANTARA News Jambi,BBRI,2026-06-24,bootstrap_tugas_nlp_ai_trading,0.5716,0.65,market_issues
Arah Investasi INA di Tengah Anjloknya Harga Saham BBRI dan BMRI - Katadata.co.id,positive,arah investasi ina di tengah anjloknya harga saham bbri dan bmri katadata co id,Katadata.co.id,BBRI,2026-07-01,bootstrap_tugas_nlp_ai_trading,0.6256,0.65,market_issues
"Transaksi asing net sell 95 juta lembar, BBRI top sell - IDNFinancials.com",positive,transaksi asing net sell juta lembar bbri top sell idnfinancials com,IDNFinancials.com,BBRI,2026-07-01,bootstrap_tugas_nlp_ai_trading,0.6441,0.65,market_issues
Hak jawab INA: Penjelasan asal usul kepemilikan saham BBRI dan BMRI - MSN,positive,hak jawab ina penjelasan asal usul kepemilikan saham bbri dan bmri msn,MSN,BBRI,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.5581,0.65,market_issues
"Stress Test Valuasi Saham BBRI Dijalankan, Ini Hasilnya - investor.id",positive,stress test valuasi saham bbri dijalankan ini hasilnya investor id,investor.id,BBRI,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.6465,0.65,market_issues
"Positif (Bullish)	Cuan, terbang, meroket, HAKA, serok, akumulasi, ARA, hijau, breakout, net buy, laba naik, dividen
Negatif (Bearish)	Boncos, nyangkut, longsor, HAKI, guyur, ARB, merah, anjlok, bantingan, cutloss, rugi, net sell
Netral / Katalis	Sideways, konsolidasi, hold, RUPS, Laporan Keuangan (LK), Right Issue, Cum Date, IHSG, LQ45",positive,positif bullish cuan terbang meroket haka serok akumulasi ara hijau breakout net buy laba naik dividen negatif bearish boncos nyangkut longsor haki guyur arb merah anjlok bantingan cutloss rugi net sell netral katalis sideways konsolidasi hold rups laporan keuangan lk right issue cum date ihsg lq,manual,BBRI,2026-07-14,bootstrap_tugas_nlp_ai_trading,0.6803,0.65,market_issues
Investor masih khawatir terhadap rugi bersih dan tekanan pendanaan.,positive,investor masih khawatir terhadap rugi bersih dan tekanan pendanaan,contoh,GOTO,2026-06-22,bootstrap_tugas_nlp_ai_trading,0.5508,0.65,market_issues
"Asing outlow hampir Rp1 triliun, IHSG terseret turun 1,62% - IDNFinancials.com",positive,asing outlow hampir rp triliun ihsg terseret turun idnfinancials com,IDNFinancials.com,IHSG,2026-06-24,bootstrap_tugas_nlp_ai_trading,0.6136,0.65,market_issues
"Prediksi IHSG dan Rekomendasi Saham Kamis, 25 Juni 2026 - investor.id",positive,prediksi ihsg dan rekomendasi saham kamis juni investor id,investor.id,IHSG,2026-06-24,bootstrap_tugas_nlp_ai_trading,0.5571,0.65,market_issues
"Rekomendasi Saham Tim Analis Bareksa: MAPI & ESSA, IHSG Diprediksi Menguat - Bareksa.com",positive,rekomendasi saham tim analis bareksa mapi essa ihsg diprediksi menguat bareksa com,Bareksa.com,IHSG,2026-06-24,bootstrap_tugas_nlp_ai_trading,0.5538,0.65,market_issues
"IHSG Hari Ini Menguat 2,28 Persen, Saham BBCA dan BBRI Kompak Naik - Kompas.com",positive,ihsg hari ini menguat persen saham bbca dan bbri kompak naik kompas com,Kompas.com,IHSG,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.6155,0.65,market_issues
"IHSG Melonjak, Saham AMMN dan ISAT Melejit - investor.id",positive,ihsg melonjak saham ammn dan isat melejit investor id,investor.id,IHSG,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.5861,0.65,market_issues
Ini Penyebab IHSG Tiba-Tiba Lompat 2% Lebih - CNBC Indonesia,positive,ini penyebab ihsg tiba tiba lompat lebih cnbc indonesia,CNBC Indonesia,IHSG,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.5881,0.65,market_issues
"Penjualan eceran dan konsinyasi turun, laba LPPF turun 3,39% - IDNFinancials.com",positive,penjualan eceran dan konsinyasi turun laba lppf turun idnfinancials com,IDNFinancials.com,LPPF,2025-10-30,bootstrap_tugas_nlp_ai_trading,0.5877,0.65,market_issues
Financial Statements Full Year 2025 of LPPF - Indo Premier Sekuritas,positive,financial statements full year of lppf indo premier sekuritas,Indo Premier Sekuritas,LPPF,2026-02-27,bootstrap_tugas_nlp_ai_trading,0.5697,0.65,market_issues
"Sudahi 2025, LPPF Tabulasi Laba Rp725,38 Miliar - Emitennews.com",positive,sudahi lppf tabulasi laba rp miliar emitennews com,Emitennews.com,LPPF,2026-02-28,bootstrap_tugas_nlp_ai_trading,0.6289,0.65,market_issues
"Penjualan Lesu, Laba Matahari Department Store (LPPF) Turun 12,35% di 2025 Oleh Warta Ekonomi - Investing.com Indonesia",positive,penjualan lesu laba matahari department store lppf turun di oleh warta ekonomi investing com indonesia,Investing.com Indonesia,LPPF,2026-03-02,bootstrap_tugas_nlp_ai_trading,0.6292,0.65,market_issues
"Laba Anjlok, Matahari (LPPF) Mau Bagi Dividen Rp250 per Saham - CNBC Indonesia",positive,laba anjlok matahari lppf mau bagi dividen rp per saham cnbc indonesia,CNBC Indonesia,LPPF,2026-03-05,bootstrap_tugas_nlp_ai_trading,0.611,0.65,market_issues
"Matahari (LPPF) Jadwalkan RUPS Pertengahan April 2026, Bakal Bagi Dividen Jumbo? - IDX Channel",positive,matahari lppf jadwalkan rups pertengahan april bakal bagi dividen jumbo idx channel,IDX Channel,LPPF,2026-03-09,bootstrap_tugas_nlp_ai_trading,0.6069,0.65,market_issues
FAC Sekuritas - FAC Sekuritas,positive,fac sekuritas fac sekuritas,FAC Sekuritas,LPPF,2026-04-17,bootstrap_tugas_nlp_ai_trading,0.5672,0.65,market_issues
"LPPF Beber Jadwal Dividen Rp725 Miliar, Yield 12,98 Persen - Emitennews.com",positive,lppf beber jadwal dividen rp miliar yield persen emitennews com,Emitennews.com,LPPF,2026-04-17,bootstrap_tugas_nlp_ai_trading,0.5954,0.65,market_issues
"Matahari Department Store bagi dividen, yield bisa capai 12,9% - IDNFinancials.com",positive,matahari department store bagi dividen yield bisa capai idnfinancials com,IDNFinancials.com,LPPF,2026-04-17,bootstrap_tugas_nlp_ai_trading,0.6216,0.65,market_issues
"Matahari Department Store (LPPF) Siap Guyur Dividen Rp556,8 Miliar, Cek Jadwalnya! Oleh Warta Ekonomi - Investing.com Indonesia",positive,matahari department store lppf siap guyur dividen rp miliar cek jadwalnya oleh warta ekonomi investing com indonesia,Investing.com Indonesia,LPPF,2026-04-17,bootstrap_tugas_nlp_ai_trading,0.5575,0.65,market_issues
"Matahari (LPPF) Tebar Dividen Jumbo, Yield Sampai 12,9% - CNBC Indonesia",positive,matahari lppf tebar dividen jumbo yield sampai cnbc indonesia,CNBC Indonesia,LPPF,2026-04-17,bootstrap_tugas_nlp_ai_trading,0.6195,0.65,market_issues
"Hari Ini (23/4) Cum Dividen Saham LPPF Yield setara 6x Bunga Bank, Apakah Layak Beli? - TradingView",positive,hari ini cum dividen saham lppf yield setara x bunga bank apakah layak beli tradingview,TradingView,LPPF,2026-04-22,bootstrap_tugas_nlp_ai_trading,0.5585,0.65,market_issues
Transformasi LPPF Berpeluang Memoles Kinerja di Tahun 2026 - KONTAN,positive,transformasi lppf berpeluang memoles kinerja di tahun kontan,KONTAN,LPPF,2026-04-23,bootstrap_tugas_nlp_ai_trading,0.6013,0.65,market_issues
MDS Retailing (LPPF) Kantongi Laba Bersih Rp692 Miliar di Kuartal I-2026 - IDX Channel,positive,mds retailing lppf kantongi laba bersih rp miliar di kuartal i idx channel,IDX Channel,LPPF,2026-04-29,bootstrap_tugas_nlp_ai_trading,0.6468,0.65,market_issues
LPPF,positive,lppf,manual,LPPF,2026-06-23,bootstrap_tugas_nlp_ai_trading,0.5795,0.65,market_issues
Pasar Modal Dibayangi Sentimen Negatif Jelang Akhir Mei - Kompas.id,positive,pasar modal dibayangi sentimen negatif jelang akhir mei kompas id,Kompas.id,SAHAM IHSG HARI INI,2026-05-25,bootstrap_tugas_nlp_ai_trading,0.5769,0.65,market_issues
"IHSG-Rupiah Sudah Berdarah-darah, Hari Ini Bakal Lebih Menegangkan? - CNBC Indonesia",positive,ihsg rupiah sudah berdarah darah hari ini bakal lebih menegangkan cnbc indonesia,CNBC Indonesia,SAHAM IHSG HARI INI,2026-06-04,bootstrap_tugas_nlp_ai_trading,0.5501,0.65,market_issues
"IHSG Bangkit Usai Empat Hari Tertekan, TLKM dan BRPT Pimpin Daftar Top Gainers! - Ajaib",positive,ihsg bangkit usai empat hari tertekan tlkm dan brpt pimpin daftar top gainers ajaib,Ajaib,SAHAM IHSG HARI INI,2026-06-09,bootstrap_tugas_nlp_ai_trading,0.566,0.65,market_issues
"Sentimen Negatif Dalam Negeri Terus Menaungi Pasar, Simak Rekomendasi Saham Hari Ini - KONTAN",positive,sentimen negatif dalam negeri terus menaungi pasar simak rekomendasi saham hari ini kontan,KONTAN,SAHAM IHSG HARI INI,2026-06-09,bootstrap_tugas_nlp_ai_trading,0.5818,0.65,market_issues
"IHSG Diperkirakan Melemah, Sentimen Timur Tengah Tekan Pasar - TopBusiness.id",positive,ihsg diperkirakan melemah sentimen timur tengah tekan pasar topbusiness id,TopBusiness.id,SAHAM IHSG HARI INI,2026-06-11,bootstrap_tugas_nlp_ai_trading,0.5504,0.65,market_issues
"IHSG Diproyeksi Menguat Hari Ini, Ditopang Sentimen Positif Bursa Global - TopBusiness.id",positive,ihsg diproyeksi menguat hari ini ditopang sentimen positif bursa global topbusiness id,TopBusiness.id,SAHAM IHSG HARI INI,2026-06-12,bootstrap_tugas_nlp_ai_trading,0.5706,0.65,market_issues
"IHSG Diproyeksikan Menguat Hari Ini, Ditopang Sentimen Positif Global dan Regional - TopBusiness.id",positive,ihsg diproyeksikan menguat hari ini ditopang sentimen positif global dan regional topbusiness id,TopBusiness.id,SAHAM IHSG HARI INI,2026-06-15,bootstrap_tugas_nlp_ai_trading,0.5533,0.65,market_issues
"IHSG Hari Ini Tembus 6.199, Saham Energi Kompak Menghijau - Listrik Indonesia",positive,ihsg hari ini tembus saham energi kompak menghijau listrik indonesia,Listrik Indonesia,SAHAM IHSG HARI INI,2026-06-15,bootstrap_tugas_nlp_ai_trading,0.5523,0.65,market_issues
"IHSG Hari Ini Melanjutkan Penguatan, Saham Energi Tunjukkan Kinerja Menarik - Listrik Indonesia",positive,ihsg hari ini melanjutkan penguatan saham energi tunjukkan kinerja menarik listrik indonesia,Listrik Indonesia,SAHAM IHSG HARI INI,2026-06-17,bootstrap_tugas_nlp_ai_trading,0.5855,0.65,market_issues
Reli IHSG Tertahan Sentimen The Fed hingga MSCI - Kompas.id,positive,reli ihsg tertahan sentimen the fed hingga msci kompas id,Kompas.id,SAHAM IHSG HARI INI,2026-06-17,bootstrap_tugas_nlp_ai_trading,0.5525,0.65,market_issues
"Review MSCI Jadi Penentu Sentimen Pasar dan IHSG, Begini Kata Analis - Emitennews.com",positive,review msci jadi penentu sentimen pasar dan ihsg begini kata analis emitennews com,Emitennews.com,SAHAM IHSG HARI INI,2026-06-18,bootstrap_tugas_nlp_ai_trading,0.5515,0.65,market_issues
"IHSG Menguat Jelang Libur Panjang, Momentum Akumulasi atau Waspada Koreksi? - Ajaib",positive,ihsg menguat jelang libur panjang momentum akumulasi atau waspada koreksi ajaib,Ajaib,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-03-17,bootstrap_tugas_nlp_ai_trading,0.5502,0.65,market_issues
Peluang IHSG rebound jelang keputusan BI Rate - IDNFinancials.com,positive,peluang ihsg rebound jelang keputusan bi rate idnfinancials com,IDNFinancials.com,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-05-19,bootstrap_tugas_nlp_ai_trading,0.5753,0.65,market_issues
"IHSG Terkoreksi 0,98% di Awal Pekan, 445 Saham Merah - CNBC Indonesia",positive,ihsg terkoreksi di awal pekan saham merah cnbc indonesia,CNBC Indonesia,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-06-22,bootstrap_tugas_nlp_ai_trading,0.5645,0.65,market_issues
IHSG Dihantam Sentimen Negatif Bertubi-tubi - investor.id,positive,ihsg dihantam sentimen negatif bertubi tubi investor id,investor.id,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-06-23,bootstrap_tugas_nlp_ai_trading,0.5806,0.65,market_issues
"Breaking! IHSG Anjlok 3% Lebih, 590 Saham Merah - CNBC Indonesia",positive,breaking ihsg anjlok lebih saham merah cnbc indonesia,CNBC Indonesia,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-06-24,bootstrap_tugas_nlp_ai_trading,0.62,0.65,market_issues
"Didorong Sentimen MSCI, IHSG Dibuka Hijau Saham BBCA & MORA Cs Melesat - Bisnis.com",positive,didorong sentimen msci ihsg dibuka hijau saham bbca mora cs melesat bisnis com,Bisnis.com,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-06-24,bootstrap_tugas_nlp_ai_trading,0.5964,0.65,market_issues
"IHSG Dibuka di Zona Hijau, Naik ke Level 6.136 - Infobanknews",positive,ihsg dibuka di zona hijau naik ke level infobanknews,Infobanknews,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-06-24,bootstrap_tugas_nlp_ai_trading,0.6431,0.65,market_issues
IHSG Dihantam Sentimen Global dan Bayang-bayang MSCI - investor.id,positive,ihsg dihantam sentimen global dan bayang bayang msci investor id,investor.id,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-06-24,bootstrap_tugas_nlp_ai_trading,0.5686,0.65,market_issues
"MSCI Perpanjang Indonesia di Emerging Market, Cek Proyeksi IHSG Hari Ini - KONTAN",positive,msci perpanjang indonesia di emerging market cek proyeksi ihsg hari ini kontan,KONTAN,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",2026-06-24,bootstrap_tugas_nlp_ai_trading,0.5523,0.65,market_issues
Public Expose Live 2026 - PT Bursa Efek Indonesia,positive,public expose live pt bursa efek indonesia,PT Bursa Efek Indonesia,"SAHAM, IDX, BURSA SAHAM INDONESIA",2025-09-01,bootstrap_tugas_nlp_ai_trading,0.5747,0.65,market_issues
Capital Market Summit & Expo 2025 - PT Bursa Efek Indonesia,positive,capital market summit expo pt bursa efek indonesia,PT Bursa Efek Indonesia,"SAHAM, IDX, BURSA SAHAM INDONESIA",2025-10-17,bootstrap_tugas_nlp_ai_trading,0.5515,0.65,market_issues
